riddle_id,main_category,riddle_text,Answer,Difficulty
584,Fire Riddles,"You can feel me but, I can't feel you. I can uproot trees and tear roofs off their houses. Yet, I can make a Baby sleep and be gentle. I can howl and whisper. I can spread and stop fires. I can toss boats and help them glide too. What am I?",I am the wind.,Easy
585,Fire Riddles,"Give me food, and I will live; give me water, and I will die. What am I?",Fire!,Easy
586,Fire Riddles,"If I drink, I die, if I eat, I'm fine. What am I?",Fire!,Hard
587,Fire Riddles,"I am always hungry, I must always be fed, The finger I touch will soon turn red. What am I?",I am fire.,Medium
588,Fire Riddles,"I eat, I live. I breathe, I live. I drink, I die. What am I?",Fire,Medium
589,Fire Riddles,"If I drink, I die. If i eat, I am fine. What am I?",A fire.,Easy
590,Fire Riddles,"What can't be burned in fire, nor drowned in water?",Ice.,Medium
591,Fire Riddles,"One day, a thirty story building was on fire. A man jumped out a window and nothing happened to him. Nothing was under him. How is this possible?",He was first floor.,Easy
592,Fire Riddles,I can be half without getting thinner. I can shine with no fire. I can be hidden but never taken. I can stay dry while moving the ocean. What am I?,The Moon.,Medium
593,Fire Riddles,"I live in a really noisy place, And I only appear when my loud friend is with me. I have my house high in the air, and I cause deadly fires. What am I?","Lightning lives in a noisy place, And it doesn't appear without thunder. It has it's house high in the air, And it cause deadly fires.",Easy
594,Fire Riddles,"Crimson I am born, yellow I dance, ebony I die. What am I?",Fire.,Hard
595,Fire Riddles,I truly am cause for alarm. When you see me you can lose your house or your life. When you hear me you can also lose your job. What am I?,Fire.,Hard
596,Fire Riddles,"I have a butt, but I'm not alive. I bring smoke, but am not fire. I destroy, I kill, though I am not used in a war. What am I?",A cigarette.,Medium
597,Fire Riddles,"Despised I am by knave and liar. After me, the wise inquire, I rise above all death and fire. What am I?",The Truth.,Easy
598,Fire Riddles,"I am hewn from Earth and Fire; But to the sky, I aspire. I am nothing but contented; Until my patient rage is vented. What am I?",A volcano.,Medium
599,Fire Riddles,"The ghost of the mountain never to be seen, leaps like a raging fire to catch his prey. As pale as the moon but fast as the wind. Cold as ice, but a flash of light in the night. What is it?",A snow leopard.,Easy
600,Fire Riddles,What insect does a blacksmith manufacture?,He makes the firefly.,Easy
601,Fire Riddles,"A group of men is suddenly awakened by a loud, piercing, continuous sound. They all scramble out of their beds, get dressed, grab a pole, and disappear into a hole. What in the world are these men doing?","The men are firemen who were on night-shift duty at their firehouse. When they heard the fire alarm, they got dressed, slid down the fire pole, and got in the fire truck.",Easy
602,Fire Riddles,"Fire is often maintained above me, and if you remove my first letter, you will find the home shared by everyone you have ever known. What am I?",A Hearth.,Medium
603,Fire Riddles,Why does a firefly glow?,It eats light meals.,Medium
604,Fire Riddles,I am energy. I am heat. I am hot. I am red. What am I?,I am fire.,Medium
605,Fire Riddles,"A group of men are suddenly awakened by a loud, piercing, continuous sound. They all scramble out of their beds, get dressed, grab a pole, and disappear into a hole. What in the world are these men doing?","They are firemen who were sleeping in their fire station. When they heard the fire alarm, they quickly got dressed, slid down the fire pole, and got in the fire engine to head to the reported fire.",Hard
606,Fire Riddles,"What can be underwater, under fire, on fire and taking water all at the same time?",Submarine. Underwater meaning in water. Under fire meaning getting shot at. On fire meaning burning. Taking water meaning water is flooding into or through something.,Medium
607,Fire Riddles,Why did the duck get fired from his Easter job?,He kept quacking the eggs.,Hard
608,Fire Riddles,What insect does a blacksmith manufacture?,He makes the firefly.,Easy
609,Fire Riddles,I am very important to all living creatures. I was firstborn in the sun. I am a chapter in textbooks and I am not made of fire. I make the sun-worthy. Too much of me may kill you. But humans can still prevent me. What am I?,Heat!,Medium
610,Fire Riddles,I can make many people scream yet I can still be seen I make many things grow yet still I can melt the snow. What am I?,I am fire.,Easy
611,Fire Riddles,"As destructive as life, As healing as death; An institutioner of strife, Just as prone to bless. It is all that is good, Yet with an evil trend; As it was the beginning of things, It can also be the end. What is it?",It is fire!,Medium
612,Fire Riddles,"In me a gas is confined, Upon my head a pot, And out of me is fire. What I am?",A gas cooker!,Easy
613,Fire Riddles,"I give you a group of three. One is sitting down, and will never get up. The second eats as much as is given to him, yet is always hungry. The third goes away and never returns. What are the three things?","Stove, fire, and smoke.",Hard
614,Fire Riddles,Why is the letter F like an incendiary?,Because it makes ire fire.,Medium
615,Fire Riddles,My head and the point are made from same. I am held by what's taken apart from the grain. I am atop of a great ocean beast. My swing will let fire and lead release. What am I?,Hammer.,Hard
616,Fire Riddles,What did the parrot say on the 4th of July?,"""Poly wants a firecracker!""",Hard
617,Fire Riddles,What did the firecracker say to the other firecracker?,"""My pop is bigger than your pop"".",Hard
618,Fire Riddles,"Inside a burning house, this thing is best to make. And best to make it quickly, before the fire's too much to take! What is it?",Haste!,Hard
619,Fire Riddles,"The fire shows - my kin, born. The fire grows - my kin, adorn. The fire slows - my kin, deform. The fire goes - my kin, mourn.",Fruit-bearing tree through the four seasons.,Medium
620,Fire Riddles,What is dressed when night falls and undressed when day breaks?,Fire.,Easy
621,Fire Riddles,When is a ship at sea not on the water?,When she is on fire.,Medium
622,Fire Riddles,Name three things that? 1. Are red 2. Can swim 3. Give off heat,"Answers may vary. 1. Apples, Roses, Stop Signs 2. Fish, Dogs, Snakes 3. Sun, Fire, Your body",Easy
623,Fish Riddles,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","There was the father, his son, and his son's son. This equals 2 fathers and 2 sons for a total of 3!",Easy
624,Fish Riddles,I am a word of six; my first three letters refer to an automobile; my last three letters refer to a household animal; my first four letters is a fish; my whole is found in your room. What am I?,A carpet.,Medium
625,Fish Riddles,There are two bodies on the floor. They are surrounded by water and broken glass. How did they die?,The bodies were goldfish because their fishbowl got knocked over onto the floor and broke.,Easy
626,Fish Riddles,"What has cities, but no houses; forests, but no trees; and water, but no fish?",A map.,Hard
627,Fish Riddles,"If fish lived on land, where would they live?",In Finland.,Easy
628,Fish Riddles,What do you call a fish with no eye's?,Fsh.,Hard
629,Fish Riddles,What does a shark eat with peanut butter?,Jellyfish!,Easy
630,Fish Riddles,A big person and a small person are going to fish. The big person is not the small person father but the small person is the big person's son. What is the relationship between the two?,The big person is the small person's mother.,Easy
631,Fish Riddles,"If you hadn't put me in a bowl, I would have lived for 20 years. What am I?","I'm your goldfish, you monster.",Medium
632,Fish Riddles,"Inside napper, bird chaser, quick stoker, small animal killer, fish eater. What is it?",A cat.,Easy
633,Fish Riddles,"Alive without breath, As cold as death, Never thirsty, Ever drinking, Clad in mail, Never clinking, Drowns on dry land, Thinks an island Is a mountain, Thinks a fountain Is a puff of air. What am I?",A fish.,Hard
634,Fish Riddles,10 fish are in a tank. 10 drown. How many died?,"None, cause fish can't drown.",Hard
635,Fish Riddles,Where do fish keep their money?,In the riverbank.,Medium
636,Fish Riddles,"There were two mothers and two daughters,and they all went fishing. All of them caught a fish but when they counted there were only three fish. How was this possible?",There were only three because there was a grandmother a mother and a daughter. The mother was the daughter to the grandmother and she was the mother to the mother and the daughter was the daughter to the mother.,Easy
637,Fish Riddles,Why are some fish at the bottom of the ocean?,Because they dropped out of school!,Hard
638,Fish Riddles,Why are fish so clever?,They live in schools.,Hard
639,Fish Riddles,If you have nine fish in a fish bowl and 3 drown how many fish do you have left?,Nine because fish don't drown.,Hard
640,Fish Riddles,1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?,1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys,Easy
641,Fish Riddles,"A grandfather, a father, and a son go fishing. Each gets one fish but there is only one fish how is this?","It is only one person. He is a son of his father, he is a father to his son and he is a grandfather to his grandchild.",Medium
642,Fish Riddles,"I'm first found in caves, now prolific online; I'm a depiction, a drawing, a symbol, or a sign. I'll convey whichever mood you could wish; or for that matter, a fist, flask, or fish. What am I?",An emoji.,Hard
643,Fish Riddles,Where do fish go for vacation?,Finland.,Easy
644,Fish Riddles,Where do jellyfish sleep?,In tent-acles.,Easy
645,Fish Riddles,What do sea monsters eat for lunch?,Fish and ships.,Easy
646,Fish Riddles,There were seven fish in the sea. Two drowned and three swam away. How many are left?,Four because fish can't drown.,Easy
647,Fish Riddles,"Martha and George died, there was glass and water all around but, no blood. How did they die?",They were fish.,Medium
648,Fish Riddles,"Forward I catch fish, backward I am the tenth of numbers. What am I?",Net.,Easy
649,Fish Riddles,Why are fish so good at watching their weight?,Because they have lots of scales.,Medium
